vorname,anzahl,geschlecht,position
Leon,34,m,1
Sophie,33,w,2
Ali,29,m,1
Marie,29,w,2
Adam,28,m,1
Noah,28,m,1
Emil,25,m,1
Emma,24,w,1
Emilia,22,w,1
Alexander,22,m,2
Maximilian,21,m,1
Theodor,20,m,1
Anna,19,w,1
Mia,19,w,1
Olivia,19,w,1
Leo,19,m,1
Maria,19,w,2
Charlotte,18,w,1
Lea,18,w,1
Mila,18,w,1
Nora,18,w,1
Liam,18,m,1
Ida,17,w,1
Sophia,17,w,1
Gabriel,17,m,1
Paul,17,m,1
Luise,17,w,2
Lara,16,w,1
Elias,16,m,1
Louis,16,m,1
Charlotte,16,w,2
Alma,15,w,1
Clara,15,w,1
Mira,15,w,1
Henry,15,m,1
Luca,15,m,1
Milan,15,m,1
Sophia,15,w,2
Ali,15,m,2
Maximilian,15,m,2
Ella,14,w,1
Mathilda,14,w,1
Sara,14,w,1
Jonas,14,m,1
Marie,13,w,1
Sophie,13,w,1
Amir,13,m,1
David,13,m,1
Jakob,13,m,1
Levi,13,m,1
Mohammed,13,m,1
Elisa,12,w,1
Eva,12,w,1
Luna,12,w,1
Maria,12,w,1
Arthur,12,m,1
Felix,12,m,1
Finn,12,m,1
Fritz,12,m,1
Muhammed,12,m,1
August,12,m,2
Azra,11,w,1
Hannah,11,w,1
Lena,11,w,1
Anton,11,m,1
Hamza,11,m,1
Miran,11,m,1
Emilia,11,w,2
Emil,11,m,2
Ava,10,w,1
Emily,10,w,1
Lina,10,w,1
Luisa,10,w,1
Hassan,10,m,1
Jonathan,10,m,1
Julian,10,m,1
Julius,10,m,1
Luis,10,m,1
Mohammad,10,m,1
Omar,10,m,1
Oskar,10,m,1
Valentin,10,m,1
Anna,10,w,2
Elias,10,m,2
Friedrich,10,m,2
Paul,10,m,2
Theodor,10,m,2
Laura,9,w,1
Leonie,9,w,1
Luise,9,w,1
Romy,9,w,1
Aaron,9,m,1
Alexander,9,m,1
Daniel,9,m,1
Enno,9,m,1
Ibrahim,9,m,1
Karl,9,m,1
Levin,9,m,1
Lukas,9,m,1
Malik,9,m,1
Tom,9,m,1
Yusuf,9,m,1
Elisabeth,9,w,2
Victoria,9,w,2
Leo,9,m,2
Cleo,8,w,1
Hanna,8,w,1
Lilly,8,w,1
Medina,8,w,1
Paula,8,w,1
Sarah,8,w,1
Tilda,8,w,1
Albert,8,m,1
Alex,8,m,1
Ben,8,m,1
Friedrich,8,m,1
Johann,8,m,1
Khaled,8,m,1
Leonard,8,m,1
Matteo,8,m,1
Mohamed,8,m,1
Oliver,8,m,1
Theo,8,m,1
Vincent,8,m,1
Alexandra,8,w,2
Mathilda,8,w,2
Ferdinand,8,m,2
Levi,8,m,2
Luis,8,m,2
Michael,8,m,2
Marie,8,w,3
Elena,7,w,1
Elisabeth,7,w,1
Helena,7,w,1
Isabella,7,w,1
Johanna,7,w,1
Julia,7,w,1
Layan,7,w,1
Liya,7,w,1
Malia,7,w,1
Mariam,7,w,1
Maya,7,w,1
Milla,7,w,1
Mina,7,w,1
Nele,7,w,1
Zoe,7,w,1
Ayaz,7,m,1
Carl,7,m,1
Carlo,7,m,1
Lev,7,m,1
Mateo,7,m,1
Max,7,m,1
Mustafa,7,m,1
Samuel,7,m,1
Frieda,7,w,2
Gabriel,7,m,2
Jonathan,7,m,2
Karl,7,m,2
Mustafa,7,m,2
Alina,6,w,1
Alva,6,w,1
Amalia,6,w,1
Amira,6,w,1
Carlotta,6,w,1
Ela,6,w,1
Fatima,6,w,1
Frieda,6,w,1
Leni,6,w,1
Leyla,6,w,1
Lia,6,w,1
Liv,6,w,1
Louisa,6,w,1
Malina,6,w,1
Marlene,6,w,1
Martha,6,w,1
Sofia,6,w,1
Toni,6,w,1
Victoria,6,w,1
Yuna,6,w,1
Zeynep,6,w,1
Adrian,6,m,1
Ahmed,6,m,1
Aras,6,m,1
Ayan,6,m,1
Benjamin,6,m,1
Bruno,6,m,1
Frederik,6,m,1
Gustav,6,m,1
Henri,6,m,1
Jacob,6,m,1
Kaan,6,m,1
Leonardo,6,m,1
Leopold,6,m,1
Lucas,6,m,1
Luka,6,m,1
Moritz,6,m,1
Muhammad,6,m,1
Niklas,6,m,1
Otto,6,m,1
Rafael,6,m,1
Richard,6,m,1
Taha,6,m,1
Youssef,6,m,1
Ella,6,w,2
Johanna,6,w,2
Linnea,6,w,2
Lou,6,w,2
Olivia,6,w,2
Andreas,6,m,2
Anton,6,m,2
Christian,6,m,2
Daniel,6,m,2
David,6,m,2
Emanuel,6,m,2
Johannes,6,m,2
Louis,6,m,2
Minh,6,m,2
Oskar,6,m,2
Peter,6,m,2
Richard,6,m,2
Thomas,6,m,2
Valentin,6,m,2
Elisabeth,6,w,3
Alya,5,w,1
Amina,5,w,1
Anisa,5,w,1
Annabell,5,w,1
Anouk,5,w,1
Antonia,5,w,1
Ayla,5,w,1
Carla,5,w,1
Frida,5,w,1
Helen,5,w,1
Hilda,5,w,1
Ilayda,5,w,1
Jannah,5,w,1
Jasmin,5,w,1
Juna,5,w,1
Leah,5,w,1
Linda,5,w,1
Lisa,5,w,1
Livia,5,w,1
Lotta,5,w,1
Maja,5,w,1
Malak,5,w,1
Matilda,5,w,1
Medine,5,w,1
Melina,5,w,1
Merle,5,w,1
Rhea,5,w,1
Bela,5,m,1
Edgar,5,m,1
Elio,5,m,1
Enes,5,m,1
Eymen,5,m,1
Fiete,5,m,1
Franz,5,m,1
Fynn,5,m,1
Hussein,5,m,1
Ilyas,5,m,1
Joris,5,m,1
Kian,5,m,1
Kuzey,5,m,1
Lasse,5,m,1
Linus,5,m,1
Magnus,5,m,1
Mark,5,m,1
Marlon,5,m,1
Martin,5,m,1
Mika,5,m,1
Milo,5,m,1
Mohamad,5,m,1
Musa,5,m,1
Oscar,5,m,1
Stefan,5,m,1
Yasin,5,m,1
Ömer,5,m,1
Alma,5,w,2
Amalia,5,w,2
Elise,5,w,2
Helene,5,w,2
Katharina,5,w,2
Louise,5,w,2
Luisa,5,w,2
Mia,5,w,2
Rosalie,5,w,2
Rose,5,w,2
Viktoria,5,w,2
Elian,5,m,2
Felix,5,m,2
Hans,5,m,2
Henry,5,m,2
Leander,5,m,2
Leon,5,m,2
Matteo,5,m,2
Noah,5,m,2
Otto,5,m,2
Samuel,5,m,2
Yusuf,5,m,2
Aaliyah,4,w,1
Alexandra,4,w,1
Amelie,4,w,1
Anika,4,w,1
Ecrin,4,w,1
Elina,4,w,1
Elise,4,w,1
Elli,4,w,1
Freya,4,w,1
Hana,4,w,1
Helene,4,w,1
Ivy,4,w,1
Josephine,4,w,1
Kaia,4,w,1
Kira,4,w,1
Layla,4,w,1
Lene,4,w,1
Liliana,4,w,1
Liyah,4,w,1
Lou,4,w,1
Luana,4,w,1
Malea,4,w,1
Marla,4,w,1
Milena,4,w,1
Miriam,4,w,1
Nina,4,w,1
Nour,4,w,1
Rahel,4,w,1
Ronja,4,w,1
Rosa,4,w,1
Rosalie,4,w,1
Ruby,4,w,1
Samira,4,w,1
Tala,4,w,1
Wilma,4,w,1
Abdul,4,m,1
Ahmad,4,m,1
Ahmet,4,m,1
Alan,4,m,1
Arda,4,m,1
Arian,4,m,1
August,4,m,1
Bennet,4,m,1
Caspar,4,m,1
Elian,4,m,1
Emilio,4,m,1
Emir,4,m,1
